S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
304,Institute Of Home Economics (W),B.Sc (Hons.) Microbiology,0,0,2,0,0,0,2
305,Institute Of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,0,2,0,1,0,0,2
306,Institute Of Home Economics (W),B.A. (Hons.) Journalism,4,3,1,0,0,0,3
307,Institute Of Home Economics (W),B.Sc (Hons.) Food Technology,4,0,1,0,1,0,2
308,Institute Of Home Economics (W),Bachelor Of Elementary Education (B.El.Ed.),0,1,0,4,1,0,3
309,Janki Devi Memorial College (W),B.Com,0,0,0,8,0,0,6
310,Janki Devi Memorial College (W),B.Com (Hons.),8,2,0,12,0,0,9
311,Janki Devi Memorial College (W),B.A. (Hons.) Economics,2,3,2,5,0,0,3
312,Janki Devi Memorial College (W),B.A. (Hons.) English,4,1,0,2,1,0,3
313,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,5,14,8,4,6,0,3
314,Janki Devi Memorial College (W),B.A. (Hons.) History,1,7,1,3,5,0,5
315,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,11,18,9,9,4,0,6
316,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,1,7,2,3,2,0,2
317,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,0,1,0,0,3,0,6
318,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,12,10,6,3,4,0,2
319,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,5,2,1,3,1,0,3
320,Jesus & Mary College (W),B.A. (Hons.) English,1,0,0,0,0,0,4
321,Jesus & Mary College (W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
322,Jesus & Mary College (W),B.A. (Hons.) Hindi,0,0,0,0,0,0,3
323,Jesus & Mary College (W),B.A. (Hons.) History,2,0,0,0,0,0,2
324,Jesus & Mary College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
325,Jesus & Mary College (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,3
326,Jesus & Mary College (W),B.Com,0,0,0,0,0,0,3
327,Jesus & Mary College (W),B.Com (Hons.),1,0,0,0,0,0,4
328,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,1,0,0,0,0,0,3
329,Jesus & Mary College (W),Bachelor Of Elementary Education (B.El.Ed.),1,0,0,0,0,0,3
330,Jesus & Mary College (W),B.Voc Retail Management And It,0,0,0,0,0,0,3
331,Jesus & Mary College (W),B.Voc Health Care Management,4,0,0,0,0,0,3
332,Kalindi College (W),B.Sc (Hons.) Botany,2,5,1,2,0,0,1
333,Kalindi College (W),B.Sc (Hons.) Zoology,1,2,0,1,1,0,2
334,Kalindi College (W),B.Com,4,2,0,8,1,0,5
335,Kalindi College (W),B.Com (Hons.),1,1,1,4,0,0,3
336,Kalindi College (W),B.A. (Hons.) Economics,3,3,4,6,5,0,4
337,Kalindi College (W),B.A. (Hons.) English,3,8,0,1,5,0,4
338,Kalindi College (W),B.A. (Hons.) Hindi,8,20,11,6,8,0,4
339,Kalindi College (W),B.A. (Hons.) History,2,2,1,4,6,0,4
340,Kalindi College (W),B.A. (Hons.) Journalism,2,2,1,1,2,0,3
341,Kalindi College (W),B.A. (Hons.) Political Science,3,3,0,3,6,0,8
342,Kalindi College (W),B.A. (Hons.) Sanskrit,25,21,12,6,8,0,4
343,Kalindi College (W),B.Sc (Prog.) Life Science,6,10,1,3,3,0,4
344,Kalindi College (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,6,8,5,4,3,0,3
345,Kalindi College (W),B.Sc (Hons.) Computer Science,1,3,1,4,1,0,3
346,Kalindi College (W),B.Sc (Hons.) Mathematics,2,2,2,3,1,0,2
347,Kalindi College (W),B.Sc (Hons.) Physics,8,4,1,3,2,0,2
348,Kalindi College (W),B.A. (Hons.) Geography,1,1,0,0,0,0,3
349,Kalindi College (W),B.Sc (Hons.) Chemistry,7,5,3,3,2,0,2
350,Kamala Nehru College (W),B.Com,1,0,0,9,0,0,8
351,Kamala Nehru College (W),B.Com (Hons.),1,0,0,0,0,0,3
352,Kamala Nehru College (W),B.A. (Hons.) Journalism,1,1,0,0,0,0,1
353,Kamala Nehru College (W),B.A. (Hons.) English,2,0,0,0,1,0,3
354,Kamala Nehru College (W),B.A. (Hons.) Hindi,5,16,9,4,6,0,3
355,Kamala Nehru College (W),B.A. (Hons.) History,1,1,0,0,0,0,3
356,Kamala Nehru College (W),B.A. (Hons.) Economics,0,1,0,4,0,0,3
357,Kamala Nehru College (W),B.A. (Hons.) Political Science,2,3,0,0,0,0,6
358,Kamala Nehru College (W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
359,Kamala Nehru College (W),B.A. (Hons.) Psychology,1,0,0,0,0,0,0
360,Kamala Nehru College (W),B.A. (Hons.) Geography,0,0,0,0,0,0,3
361,Kamala Nehru College (W),B.Sc (Hons.) Mathematics,1,1,3,4,0,0,2
362,Kamala Nehru College (W),B.A. (Hons.) Sanskrit,5,10,6,3,4,0,2
363,Kamala Nehru College (W),B.A. (Hons.) Sociology,2,0,0,0,2,0,2
364,Keshav Mahavidyalaya,B.Com (Hons.),1,1,0,9,0,0,9
365,Keshav Mahavidyalaya,B.Sc (Prog.) Mathematical Sciences,4,5,0,4,0,0,3
366,Keshav Mahavidyalaya,B.Sc (Hons.) Computer Science,4,5,0,1,0,0,5
367,Keshav Mahavidyalaya,B.Sc (Hons.) Electronics,5,5,3,3,2,0,2
368,Keshav Mahavidyalaya,B.Sc (Hons.) Mathematics,6,6,1,3,0,0,3
369,Keshav Mahavidyalaya,B.Sc (Hons.) Physics,8,4,2,2,2,0,2
370,Keshav Mahavidyalaya,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,5,6,0,4,0,0,3
371,Keshav Mahavidyalaya,Bachelor Of Management Studies (Bms),1,0,0,3,1,0,0
372,Kirori Mal College,B.A. (Hons.) English,1,1,0,0,0,0,0
373,Kirori Mal College,B.A. (Hons.) Geography,1,0,0,0,0,0,0
374,Kirori Mal College,B.A. (Hons.) Hindi,0,0,0,1,1,0,0
375,Kirori Mal College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
376,Kirori Mal College,B.A. (Hons.) Urdu,0,2,3,1,1,0,1
377,Kirori Mal College,B.Com,0,1,0,0,0,0,0
378,Kirori Mal College,B.Sc Applied Physical Sciences With Analytical Methods In Chemistry & Biochemistry,1,0,1,1,0,0,2
379,Kirori Mal College,B.Sc (Hons.) Botany,2,0,1,0,1,0,1
380,Kirori Mal College,B.Sc (Hons.) Chemistry,1,1,0,3,1,0,5
381,Kirori Mal College,B.Sc (Prog.) Life Science,1,0,1,0,0,0,1
382,Kirori Mal College,B.Sc (Hons.) Mathematics,2,0,1,0,0,0,4
383,Kirori Mal College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,1,0,1,0,0,0,2
384,Kirori Mal College,B.Sc (Prog.) Physical Science With Chemistry,1,2,0,5,1,0,7
385,Kirori Mal College,B.Sc (Hons.) Physics,0,3,0,1,1,0,7
386,Kirori Mal College,B.Sc (Hons.) Statistics,2,0,0,0,0,0,1
387,Lady Irwin College (W),B.Sc (Hons.) Home Science,5,7,5,9,10,0,6
388,Lady Irwin College (W),B.Sc (Pass) Home Science,30,32,9,12,21,0,13
389,Lady Irwin College (W) Lady Shri Ram College For Women,B.Sc (Hons.) Food Technology,1,1,0,0,0,0,0
390,(W) Lady Shri Ram College For Women,B.A. (Hons.) Economics,0,0,0,0,0,0,2
391,(W) Lady Shri Ram College For Women,B.A. (Hons.) English,2,0,0,0,0,0,0
392,(W) Lady Shri Ram College For Women,B.A. (Hons.) Hindi,0,0,0,0,1,0,2
393,(W) Lady Shri Ram College For Women,B.A. (Hons.) History,1,0,0,0,1,0,1
394,(W) Lady Shri Ram College For Women,B.A. (Hons.) Philosophy,1,0,0,0,0,0,2
395,(W) Lady Shri Ram College For Women,B.A. (Hons.) Political Science,0,0,1,0,0,0,0
396,(W) Lady Shri Ram College For Women,B.A. (Hons.) Sanskrit,0,5,2,2,3,0,1
397,(W) Lady Shri Ram College For Women,B.A. (Hons.) Sociology,0,0,0,0,0,0,1
398,(W) Lady Shri Ram College For Women,B.Sc (Hons.) Mathematics,0,0,0,0,0,0,2
399,(W) Lady Shri Ram College For Women,Bachelor Of Elementary Education (B.El.Ed.),1,0,0,0,0,0,1
400,(W) Lady Shri Ram College For Women,B.A Program (Computer Applications + Mathematics),0,0,0,1,0,0,0
401,(W) Lady Shri Ram College For Women,B.A Program (Economics + History),1,0,0,0,0,0,0
402,(W) Lady Shri Ram College For Women,B.A Program (Economics + Political Science),0,1,0,0,0,0,0
403,Lakshmibai College (W),B.A. (Hons.) Economics,0,8,3,4,3,0,3
404,Lakshmibai College (W),B.A. (Hons.) English,3,4,0,1,0,0,3
405,Lakshmibai College (W),B.A. (Hons.) Hindi,2,16,9,4,6,0,3
406,Lakshmibai College (W),B.A. (Hons.) History,1,3,0,4,4,0,3
407,Lakshmibai College (W),B.Sc (Hons.) Mathematics,7,3,6,3,2,0,3
408,Lakshmibai College (W),B.A. (Hons.) Philosophy,5,6,0,4,5,0,3
409,Lakshmibai College (W),B.A. (Hons.) Political Science,2,0,0,3,4,0,6
410,Lakshmibai College (W),B.A. (Hons.) Sanskrit,11,16,9,4,6,0,3
411,Lakshmibai College (W),B.Com,2,3,0,16,1,0,12
412,Lakshmibai College (W),B.A. (Hons.) Business Economics,0,3,1,3,0,0,2
413,Lakshmibai College (W),B.Com (Hons.),3,2,0,8,2,0,6
414,Lakshmibai College (W),B.A. (Hons.) Sociology,0,5,0,0,5,0,3
415,Lakshmibai College (W),B.A. (Hons.) Psychology,2,0,1,0,0,0,1
416,Lakshmibai College (W),B.Sc (Hons.) Home Science,9,8,4,0,4,0,2
417,Maharaja Agrasen College,B.A. (Hons.) English,3,2,1,0,2,0,3
418,Maharaja Agrasen College,B.A. (Hons.) Hindi,5,15,7,3,6,0,3
419,Maharaja Agrasen College,B.A. (Hons.) Journalism,2,1,0,2,0,0,0
420,Maharaja Agrasen College,B.A. (Hons.) Political Science,2,1,0,0,1,0,2
421,Maharaja Agrasen College,B.Com (Hons.),5,2,0,6,0,0,10
422,Maharaja Agrasen College,B.Sc (Prog.) Mathematical Sciences,0,5,3,5,5,0,3
423,Maharaja Agrasen College,B.Sc (Hons.) Electronics,10,6,1,4,4,0,3
424,Maharaja Agrasen College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,6,5,2,4,2,0,2
425,Maharaja Agrasen College,B.Sc (Prog.) Physical Science With Chemistry,1,2,1,1,1,0,1
426,Maharaja Agrasen College,B.A. (Hons.) Business Economics,4,4,0,4,1,0,3
427,Maitreyi College (W),B.A. (Hons.) Economics,1,0,0,4,0,0,3
428,Maitreyi College (W),B.A. (Hons.) English,1,1,0,0,0,0,2
429,Maitreyi College (W),B.A. (Hons.) Hindi,0,14,8,4,6,0,3
430,Maitreyi College (W),B.A. (Hons.) History,2,0,0,0,1,0,1
431,Maitreyi College (W),B.A. (Hons.) Political Science,1,0,0,0,0,0,5
432,Maitreyi College (W),B.A. (Hons.) Sanskrit,11,11,5,3,3,0,2
433,Maitreyi College (W),B.A. (Hons.) Sociology,1,0,0,1,0,0,3
434,Maitreyi College (W),B.Com,0,0,0,0,0,0,5
435,Maitreyi College (W),B.Com (Hons.),0,0,0,0,0,0,4
436,Maitreyi College (W),B.Sc (Prog.) Life Science,1,1,1,0,0,0,6
437,Maitreyi College (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,0,0,1,3,0,0,2
438,Maitreyi College (W),B.Sc (Prog.) Physical Science With Chemistry,0,0,3,3,1,0,2
439,Maitreyi College (W),B.Sc (Hons.) Botany,0,0,1,0,0,0,2
440,Maitreyi College (W),B.Sc (Hons.) Chemistry,0,0,0,3,0,0,2
441,Maitreyi College (W),B.Sc (Hons.) Mathematics,0,0,2,4,0,0,2
442,Maitreyi College (W),B.Sc (Hons.) Physics,0,0,0,3,0,0,2
443,Maitreyi College (W),B.Sc (Hons.) Zoology,0,2,0,0,1,0,2
444,Mata Sundri College For Women (W),B.A. (Hons.) English,0,0,0,0,0,4,3
445,Mata Sundri College For Women (W),B.A. (Hons.) Hindi,32,0,0,0,0,58,6
446,Mata Sundri College For Women (W),B.A. (Hons.) History,0,0,0,0,0,30,3
447,Mata Sundri College For Women (W),B.A. (Hons.) Philosophy,5,0,0,0,0,21,3
448,Mata Sundri College For Women (W),B.A. (Hons.) Political Science,0,0,0,0,0,44,6
449,Mata Sundri College For Women (W),B.A. (Hons.) Psychology,0,0,0,0,0,2,5
450,Mata Sundri College For Women (W),B.A. (Hons.) Punjabi,9,0,0,0,0,13,2
451,Mata Sundri College For Women (W),B.A. (Hons.) Sanskrit,7,0,0,0,0,12,2
452,Mata Sundri College For Women (W),B.Com,0,0,0,0,0,0,6
453,Mata Sundri College For Women (W),B.Com (Hons.),0,0,0,0,0,9,9
454,Mata Sundri College For Women (W),B.Sc (Hons.) Mathematics,3,0,0,0,0,30,3
455,Mata Sundri College For Women (W),B.Sc (Hons.) Computer Science,0,0,0,0,0,18,3
456,Mata Sundri College For Women (W),B.Sc (Hons.) Statistics,0,0,0,0,0,15,3
457,Mata Sundri College For Women (W),Bachelor Of Elementary Education (B.El.Ed.),0,0,0,0,0,13,2
458,Miranda House (W),B.A. (Hons.) Hindi,0,0,0,2,0,0,0
459,Miranda House (W),B.A. (Hons.) Economics,1,0,0,0,0,0,4
460,Miranda House (W),B.A. (Hons.) History,1,0,0,0,0,0,0
461,Miranda House (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
462,Miranda House (W),B.A. (Hons.) Sanskrit,0,4,1,3,2,0,2
463,Miranda House (W),B.A. (Hons.) Bengali,2,1,0,1,1,0,0
464,Miranda House (W),B.Sc (Prog.) Life Science,2,1,0,1,1,0,0
465,Miranda House (W),B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,0,0,0,0,0,0,1
466,Miranda House (W),B.Sc (Hons.) Physics,1,1,0,0,1,0,3
467,Miranda House (W),B.Sc (Hons.) Chemistry,1,0,1,0,0,0,4
468,Miranda House (W),B.Sc (Hons.) Botany,0,1,0,0,1,0,0
469,Miranda House (W),B.Sc (Hons.) Zoology,2,2,0,1,0,0,0
470,Miranda House (W),B.Sc (Hons.) Mathematics,0,1,0,0,1,0,2
471,Miranda House (W),Bachelor Of Elementary Education (B.El.Ed.),4,0,0,0,0,0,0
472,Miranda House (W),B.A Program (English + History),0,1,0,0,0,0,0
473,Miranda House (W),B.A Program (Sanskrit + Political Science),0,1,0,1,0,0,1
474,Miranda House (W),B.A Program (Economics + History),1,0,0,0,0,0,0
475,Miranda House (W),B.A Program (Geography + History),0,0,0,0,0,0,1
476,Miranda House (W),B.A Program (Tamil + Political Science),0,0,0,0,1,0,0
477,Miranda House (W),B.A Program (Punjabi + History),0,0,1,0,0,0,0
478,Miranda House (W),B.A Program (Bengali + Geography),0,1,0,0,0,0,0
479,Motilal Nehru College,B.Com,2,0,0,7,0,0,10
480,Motilal Nehru College,B.Com (Hons.),1,1,0,0,0,0,9
481,Motilal Nehru College,B.Sc (Prog.) Physical Science With Chemistry,14,6,9,6,0,0,4
482,Motilal Nehru College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,2,3,0,2,0,0,2
483,Motilal Nehru College,B.Sc (Hons.) Physics,17,9,2,6,4,0,4
484,Motilal Nehru College,B.Sc (Hons.) Mathematics,8,3,3,3,5,0,4
485,Motilal Nehru College,B.A. (Hons.) English,1,0,0,0,0,0,2
486,Motilal Nehru College,B.A. (Hons.) Hindi,1,7,1,3,3,0,2
487,Motilal Nehru College,B.A. (Hons.) Economics,0,0,0,3,0,0,2
488,Motilal Nehru College,B.A. (Hons.) Political Science,2,0,0,0,0,0,0
489,Motilal Nehru College,B.A. (Hons.) History,1,0,0,0,0,0,0
490,Motilal Nehru College,B.A. (Hons.) Sanskrit,12,16,8,4,4,0,3
491,Motilal Nehru College,B.Sc (Hons.) Chemistry,2,7,1,2,1,0,2
492,Motilal Nehru College (Evening),B.A. (Hons.) English,2,1,0,0,1,0,2
493,Motilal Nehru College (Evening),B.A. (Hons.) Hindi,1,11,5,3,4,0,2
494,Motilal Nehru College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
495,Motilal Nehru College (Evening),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
496,Motilal Nehru College (Evening),B.Com,0,0,0,6,0,0,6
497,Motilal Nehru College (Evening),B.Com (Hons.),0,0,0,5,0,0,4
498,P.G.D.A.V. College,B.A. (Hons.) Economics,0,1,2,4,0,0,2
499,P.G.D.A.V. College,B.A. (Hons.) English,0,0,0,1,0,0,3
500,P.G.D.A.V. College,B.A. (Hons.) Hindi,0,18,9,6,8,0,4
501,P.G.D.A.V. College,B.A. (Hons.) History,1,1,0,1,1,0,2
502,P.G.D.A.V. College,B.A. (Hons.) Political Science,2,0,0,0,5,0,3
503,P.G.D.A.V. College,B.A. (Hons.) Sanskrit,12,9,7,4,5,0,2
504,P.G.D.A.V. College,B.Com,9,0,0,18,0,0,17
505,P.G.D.A.V. College,B.Com (Hons.),3,1,0,8,1,0,12
506,P.G.D.A.V. College,B.Sc (Hons.) Computer Science,1,2,0,2,0,0,3
507,P.G.D.A.V. College,B.Sc (Hons.) Mathematics,4,5,3,4,1,0,2
508,P.G.D.A.V. College,B.Sc (Hons.) Statistics,1,0,0,2,0,0,2
509,P.G.D.A.V. College,B.Sc (Prog.) Mathematical Sciences,6,2,1,3,0,0,3
510,P.G.D.A.V. College (Evening),B.Com,4,0,0,16,0,0,11
511,P.G.D.A.V. College (Evening),B.Com (Hons.),2,0,0,7,0,0,4
512,P.G.D.A.V. College (Evening),B.A. (Hons.) Hindi,0,10,6,3,4,0,2
513,P.G.D.A.V. College (Evening),B.A. (Hons.) Political Science,0,2,0,0,3,0,3
514,P.G.D.A.V. College (Evening),B.Sc (Hons.) Mathematics,7,2,3,3,3,0,2
515,P.G.D.A.V. College (Evening),B.A. (Hons.) Sanskrit,21,13,9,4,6,0,3
516,Rajdhani College,B.A. (Hons.) English,2,0,0,0,1,0,3
517,Rajdhani College,B.A. (Hons.) Hindi,0,12,6,4,6,0,3
518,Rajdhani College,B.A. (Hons.) Sanskrit,14,13,7,4,6,0,3
519,Rajdhani College,B.A. (Hons.) History,2,1,0,1,3,0,3
520,Rajdhani College,B.A. (Hons.) Economics,1,1,0,4,0,0,3
521,Rajdhani College,B.A. (Hons.) Political Science,2,0,0,0,2,0,0
522,Rajdhani College,B.Com (Hons.),1,0,0,7,1,0,7
523,Rajdhani College,B.Sc (Hons.) Chemistry,4,5,3,5,1,0,4
524,Rajdhani College,B.Sc (Hons.) Electronics,3,5,0,3,0,0,2
525,Rajdhani College,B.Sc (Hons.) Physics,11,5,8,5,7,0,4
526,Rajdhani College,B.Sc (Hons.) Mathematics,10,10,2,6,0,0,4
527,Rajdhani College,B.Sc (Prog.) Physical Science With Chemistry,7,6,1,4,6,0,2
528,Rajdhani College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,3,6,3,4,1,0,3
529,Rajdhani College,B.Sc (Prog.) Physical Science With Electronics,5,4,5,3,2,0,2
530,Rajdhani College,B.Sc (Prog.) Applied Physical Sciences With Industrial Chemistry,10,9,2,3,2,0,2
531,Ram Lal Anand College,B.A. (Hons.) English,2,0,0,0,1,0,4
532,Ram Lal Anand College,B.A. (Hons.) Hindi,1,21,12,6,8,0,4
533,Ram Lal Anand College,B.A. (Hons.) Hindi Patrakarita,0,2,0,2,0,0,1
534,Ram Lal Anand College,B.A. (Hons.) History,2,1,0,0,0,0,3
535,Ram Lal Anand College,B.A. (Hons.) Political Science,1,3,0,0,0,0,4
536,Ram Lal Anand College,B.Com,3,0,0,1,0,0,5
537,Ram Lal Anand College,B.Com (Hons.),0,1,0,0,0,0,3
538,Ram Lal Anand College,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,2
539,Ram Lal Anand College,B.Sc (Hons.) Geology,1,0,1,1,0,0,2
540,Ram Lal Anand College,B.Sc (Hons.) Microbiology,1,0,0,0,1,0,0
541,Ram Lal Anand College,B.Sc (Hons.) Statistics,1,0,0,1,0,0,2
542,Ram Lal Anand College,B.Sc (Hons.) Mathematics,5,3,2,4,3,0,3
543,Ram Lal Anand College,Bachelor Of Management Studies (Bms),4,0,0,3,0,0,3
544,Ramanujan College,B.Com (Hons.),0,0,0,0,0,0,9
545,Ramanujan College,B.Com,0,0,0,1,0,0,5
546,Ramanujan College,B.A. (Hons.) English,3,1,0,0,2,0,3
547,Ramanujan College,B.A. (Hons.) Hindi,1,15,8,5,7,0,3
548,Ramanujan College,B.A. (Hons.) Political Science,3,1,0,0,0,0,2
549,Ramanujan College,B.Sc (Hons.) Statistics,1,0,0,2,1,0,3
550,Ramanujan College,B.Sc (Hons.) Mathematics,3,3,2,4,1,0,3
551,Ramanujan College,B.Sc (Hons.) Computer Science,2,0,0,0,0,0,3
552,Ramanujan College,B.A. (Hons.) Applied Psychology,1,0,0,1,0,0,0
553,Ramanujan College,B.A. (Hons.) Philosophy,2,5,2,2,1,0,3
554,Ramanujan College,B.A. (Hons.) Economics,3,1,0,3,0,0,3
555,Ramanujan College,Bachelor Of Management Studies (Bms),5,0,1,3,0,0,3
556,Ramanujan College,"B.Voc. Banking, Financial Services And Insurance",0,2,0,0,1,0,2
557,Ramanujan College,B.Voc Software Development,2,0,0,1,0,0,3
558,Ramanujan College,B.Sc (Hons.) Environmental Sciences,0,0,0,2,1,0,2
559,Ramjas College,B.A. (Hons.) English,0,1,0,0,0,0,0
560,Ramjas College,B.A. (Hons.) Hindi,0,0,0,1,3,0,0
561,Ramjas College,B.A. (Hons.) Sanskrit,0,3,3,2,0,0,2
562,Ramjas College,B.A. (Hons.) Economics,1,0,0,0,0,0,2
563,Ramjas College,B.A. (Hons.) History,0,0,0,0,1,0,0
564,Ramjas College,B.A. (Hons.) Political Science,0,0,0,0,0,0,1
565,Ramjas College,B.Com,1,1,0,0,0,0,0
566,Ramjas College,B.Com (Hons.),1,0,0,0,0,0,1
567,Ramjas College,B.Sc (Prog.) Physical Science With Electronics,1,1,0,2,0,0,5
568,Ramjas College,B.Sc (Prog.) Physical Science With Chemistry,1,1,0,12,1,0,7
569,Ramjas College,B.Sc (Prog.) Life Science,0,1,1,2,0,0,5
570,Ramjas College,B.Sc (Hons.) Physics,5,4,0,1,0,0,6
571,Ramjas College,B.Sc (Hons.) Chemistry,1,0,0,0,0,0,6
572,Ramjas College,B.Sc (Hons.) Mathematics,1,1,0,0,1,0,3
573,Ramjas College,B.Sc (Hons.) Statistics,0,2,0,0,0,0,3
574,Ramjas College,B.Sc (Hons.) Botany,1,1,0,2,0,0,3
575,Ramjas College,B.Sc (Hons.) Zoology B.A Program (Sanskrit + Any One Out Of These (English/Hindi/History/Pol.,3,0,1,0,0,0,0
576,Ramjas College,Science/Economics/Mathematics/Philosophy)) B.A Program (Philosophy + Any One Out Of These (English/Hindi/History/Pol.,0,0,0,0,0,0,1
577,Ramjas College,Science/Economics/Mathematics/Sanskrit)) B.A Program (Any Two Discipline From These (English/Hindi/History/Pol.,1,0,0,0,0,0,0
578,Ramjas College,Science/Economics/Mathematics)),1,1,0,0,1,0,0
579,Satyawati College,B.Sc (Hons.) Mathematics,7,5,1,4,2,0,3
580,Satyawati College,B.A. (Hons.) Economics,8,2,2,5,2,0,4
581,Satyawati College,B.A. (Hons.) English,0,2,0,1,1,0,3
582,Satyawati College,B.A. (Hons.) Hindi,0,11,7,4,6,0,3
583,Satyawati College,B.A. (Hons.) History,1,3,0,1,7,0,4
584,Satyawati College,B.A. (Hons.) Political Science,2,0,0,0,1,0,1
585,Satyawati College,B.A. (Hons.) Sanskrit,9,13,8,4,6,0,3
586,Satyawati College,B.A. (Hons.) Urdu,17,14,9,4,6,0,3
587,Satyawati College,B.Com,6,0,0,9,1,0,9
588,Satyawati College,B.Com (Hons.),2,2,1,6,0,0,8
589,Satyawati College (Evening),B.A. (Hons.) Economics,2,4,3,4,3,0,0
590,Satyawati College (Evening),B.A. (Hons.) English,9,6,2,3,4,0,0
591,Satyawati College (Evening),B.A. (Hons.) Hindi,11,16,8,4,5,0,0
592,Satyawati College (Evening),B.A. (Hons.) History,4,2,0,0,3,0,0
593,Satyawati College (Evening),B.A. (Hons.) Political Science,2,0,1,2,3,0,0
594,Satyawati College (Evening),B.Com,5,1,0,18,0,0,0
595,Satyawati College (Evening),B.Com (Hons.),1,0,0,12,0,0,0
596,Shaheed Bhagat Singh College,B.Com (Hons.),4,3,2,0,1,0,18
597,Shaheed Bhagat Singh College,B.Com,2,3,2,1,1,0,6
598,Shaheed Bhagat Singh College,B.A. (Hons.) Economics,1,2,0,1,0,0,3
599,Shaheed Bhagat Singh College,B.A. (Hons.) History,2,1,0,0,0,0,3
600,Shaheed Bhagat Singh College,B.A. (Hons.) Political Science,1,1,0,0,1,0,0
601,Shaheed Bhagat Singh College,B.A. (Hons.) Geography,0,1,0,2,0,0,2
602,Shaheed Bhagat Singh College,B.A. (Hons.) Hindi,1,10,4,4,5,0,3
603,Shaheed Bhagat Singh College,B.A. (Hons.) English,2,4,1,0,1,0,1
604,Shaheed Bhagat Singh College Shaheed Bhagat Singh College,B.Sc (Hons.) Mathematics,3,1,0,2,1,0,3
605,(Evening) Shaheed Bhagat Singh College,B.A. (Hons.) Geography,1,0,0,1,0,0,4
606,(Evening) Shaheed Bhagat Singh College,B.A. (Hons.) Political Science,0,0,0,0,2,0,4
607,(Evening) Shaheed Bhagat Singh College,B.Com,8,0,0,27,0,0,22
608,(Evening) Shaheed Bhagat Singh College,B.Com (Hons.),2,2,1,0,0,0,4
609,(Evening) Shaheed Bhagat Singh College,B.A Program (English + Economics),1,0,1,0,0,0,1
610,(Evening) Shaheed Bhagat Singh College,B.A Program (Economics + Geography),0,4,1,0,1,0,1
611,(Evening) Shaheed Bhagat Singh College,B.A Program (Economics + History),1,0,0,0,1,0,1
612,(Evening) Shaheed Bhagat Singh College,B.A Program (Economics + Political Science),0,0,0,0,0,0,1
613,(Evening) Shaheed Bhagat Singh College,B.A Program (Geography + History),1,1,1,0,1,0,1
614,(Evening) Shaheed Bhagat Singh College,B.A Program (Geography + Political Science),2,0,0,0,0,0,2
615,(Evening) Shaheed Rajguru College Of Applied,B.A Program (History + Political Science),2,1,0,0,3,0,3
616,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Electronics,7,4,2,3,1,0,2
617,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Instrumentation,5,5,6,3,3,0,2
618,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Food Technology,0,1,0,0,1,0,2
619,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Computer Science,2,2,1,3,1,0,3
620,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Biomedical Science,0,0,0,1,0,0,0
621,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Physics,6,12,6,4,5,0,3
622,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Mathematics,7,6,7,4,0,0,3
623,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Chemistry,3,8,0,3,4,0,2
624,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.A. (Hons.) Psychology,2,1,0,0,0,0,3
625,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Statistics,0,5,3,3,0,0,3
